Name,Year_of_Release,Genre,Platform_Name,Publisher_Name
Hot Shots Golf 2,1999,Sports,PS,Sony Computer Entertainment
The Legend of Dragoon,1999,Role-Playing,PS,Sony Computer Entertainment
Chrono Cross,1999,Role-Playing,PS,SquareSoft
NFL GameDay 2000,1999,Sports,PS,989 Studios
Star Wars Episode I: The Phantom Menace,1999,Adventure,PS,LucasArts
Jampack Winter '99,1999,Misc,PS,Sony Computer Entertainment
Tom Clancy's Rainbow Six,1999,Shooter,PS,Red Storm Entertainment
Ape Escape,1999,Platform,PS,Sony Computer Entertainment
Silent Hill,1999,Action,PS,Konami Digital Entertainment
NASCAR 2000,1999,Racing,PS,Electronic Arts
Command & Conquer: Tiberian Sun,1999,Strategy,PC,Westwood Studios
WWF WrestleMania 2000,1999,Fighting,N64,THQ
Mario Golf,1999,Action,N64,Nintendo
Namco Museum 64,1999,Misc,N64,Namco Bandai Games
Frogger 2: Swampy's Revenge,1999,Action,PS,Hasbro Interactive
Triple Play 2000,1999,Sports,PS,Electronic Arts
Knockout Kings 2000,1999,Fighting,PS,Electronic Arts
Dance Dance Revolution (Japan),1999,Simulation,PS,Konami Digital Entertainment
Rugrats Studio Tour,1999,Adventure,PS,THQ
Digimon World,1999,Role-Playing,PS,Namco Bandai Games
Army Men 3D,1999,Action,PS,3DO
Twisted Metal 4,1999,Racing,PS,989 Studios
Game & Watch Gallery 3,1999,Misc,GB,Nintendo
Star Wars Episode 1: Jedi Power Battles,1999,Action,PS,LucasArts
NFL 2K,1999,Sports,DC,Sega
The Dukes of Hazzard: Racing for Home,1999,Racing,PS,Ubisoft
Metal Gear Solid VR Missions,1999,Adventure,PS,Konami Digital Entertainment
Shenmue,1999,Adventure,DC,Sega
Jet Force Gemini,1999,Shooter,N64,Nintendo
Derby Stallion 99,1999,Sports,PS,ASCII Entertainment
Legend of Mana,1999,Role-Playing,PS,SquareSoft
Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,1999,Strategy,GB,Konami Digital Entertainment
Doko Demo Issyo,1999,Misc,PS,Sony Computer Entertainment
Championship Manager 99/00,1999,Sports,PC,Eidos Interactive
Hot Wheels Turbo Racing,1999,Racing,PS,Electronic Arts
Worms Armageddon,1999,Strategy,PS,Microprose
Jampack Summer '99,1999,Misc,PS,Sony Computer Entertainment
Dance Dance Revolution 2nd ReMIX,1999,Simulation,PS,Konami Digital Entertainment
NCAA Football 2000,1999,Sports,PS,Electronic Arts
SaGa Frontier 2,1999,Role-Playing,PS,SquareSoft
MLB 2000,1999,Sports,PS,Sony Computer Entertainment
SnoCross Championship Racing,1999,Racing,PS,Ubisoft
3Xtreme,1999,Action,PS,989 Studios
Army Men: Air Attack,1999,Action,PS,3DO
Q*bert,1999,Puzzle,PS,Atari
Ace Combat 3: Electrosphere,1999,Simulation,PS,Sony Computer Entertainment
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,1999,Sports,PS,Konami Digital Entertainment
Valkyrie Profile,1999,Role-Playing,PS,Enix Corporation
Army Men: Sarge's Heroes,1999,Action,N64,3DO
Final Fantasy Anthology,1999,Role-Playing,PS,Square EA
Marvel vs. Capcom: Clash of Super Heroes,1999,Fighting,PS,Capcom
Need for Speed: Porsche Unleashed,1999,Racing,PS,Electronic Arts
Dragon Warrior I&II,1999,Role-Playing,GB,Enix Corporation
Jet Moto 3,1999,Racing,PS,Sony Computer Entertainment
Croc 2,1999,Platform,PS,Fox Interactive
Test Drive 6,1999,Racing,PS,Atari
LEGO Racers,1999,Racing,N64,LEGO Media
Wild ARMs 2,1999,Role-Playing,PS,Sony Computer Entertainment
Pro Pinball: Big Race USA,1999,Simulation,PS,Take-Two Interactive
World of Dragon Warrior - Torneko: The Last Hope,1999,Role-Playing,PS,Enix Corporation
Rayman 2: The Great Escape,1999,Platform,N64,Ubisoft
Beetle Adventure Racing!,1999,Racing,N64,Electronic Arts
Bass Landing,1999,Sports,PS,ASCII Entertainment
Tomb Raider Chronicles,1999,Action,PS,Eidos Interactive
Barbie: Race & Ride,1999,Action,PS,Sony Computer Entertainment
Parasite Eve II,1999,Role-Playing,PS,SquareSoft
NBA Showtime: NBA on NBC,1999,Sports,PS,Midway Games
Fighting Force 2,1999,Action,PS,Eidos Interactive
SD Gundam G Generation Zero,1999,Strategy,PS,Namco Bandai Games
Medarot 2: Kabuto / Kuwagata Version,1999,Role-Playing,GB,Imagineer
Gauntlet Legends,1999,Action,N64,Midway Games
Pachi-Slot Aruze Oukoku 2,1999,Misc,PS,Aruze Corp
Gex 3: Deep Cover Gecko,1999,Platform,PS,Eidos Interactive
Seaman,1999,Simulation,DC,Sega
The Grinch,1999,Adventure,PS,Konami Digital Entertainment
Front Mission 3,1999,Strategy,PS,SquareSoft
Omega Boost,1999,Shooter,PS,Sony Computer Entertainment
Rugrats: Scavenger Hunt,1999,Misc,N64,THQ
International Superstar Soccer 2000 (All region sales),1999,Sports,N64,Konami Digital Entertainment
Die Hard Trilogy 2: Viva Las Vegas,1999,Action,PS,Fox Interactive
Yu-Gi-Oh! Forbidden Memories (JP sales),1999,Role-Playing,PS,Konami Digital Entertainment
ECW Hardcore Revolution,1999,Fighting,PS,Acclaim Entertainment
Harvest Moon 64,1999,Simulation,N64,Pack In Soft
Vigilante 8: 2nd Offense,1999,Racing,PS,Activision
NFL Xtreme 2,1999,Sports,PS,989 Studios
Momotarou Dentetsu V,1999,Misc,PS,Hudson Entertainment
MTV Music Generator,1999,Misc,PS,Codemasters
Razor Freestyle Scooter,1999,Sports,PS,Ubisoft
Hydro Thunder,1999,Racing,PS,Midway Games
Bloody Roar II,1999,Fighting,PS,Virgin Interactive
Final Fantasy Collection,1999,Role-Playing,PS,Square
Chocobo Racing,1999,Racing,PS,SquareSoft
The X Files,1999,Adventure,PS,Sony Computer Entertainment
Arc the Lad III,1999,Role-Playing,PS,Sony Computer Entertainment
Jikkyou Powerful Pro Yakyuu 6,1999,Sports,N64,Konami Digital Entertainment
Sega Rally Championship 2,1999,Racing,DC,Sega
Grudge Warriors,1999,Action,PS,Take-Two Interactive
Ogre Battle 64: Person of Lordly Caliber,1999,Role-Playing,N64,Nintendo
Superman: The New Superman Adventures,1999,Action,N64,Titus
Densha De Go! 2,1999,Simulation,PS,Taito
NBA ShootOut 2000,1999,Sports,PS,989 Studios
NCAA GameBreaker 2000,1999,Sports,PS,989 Studios
RR64: Ridge Racer 64,1999,Racing,N64,Nintendo
NFL Quarterback Club 2000,1999,Sports,N64,Acclaim Entertainment
Bugs Bunny: Lost in Time,1999,Platform,PS,Infogrames
Road Rash: Jailbreak,1999,Racing,PS,Electronic Arts
You Don't Know Jack,1999,Misc,PS,Vivendi Games
All-Star Baseball 2000,1999,Sports,N64,Acclaim Entertainment
BattleTanx: Global Assault,1999,Action,N64,3DO
Tokimeki Memorial 2,1999,Simulation,PS,Konami Digital Entertainment
MediEvil II,1999,Action,PS,Sony Computer Entertainment
NCAA Final Four 2000,1999,Sports,PS,989 Sports
Turok: Rage Wars,1999,Shooter,N64,Acclaim Entertainment
Bottom of the 9th,1999,Sports,N64,Konami Digital Entertainment
J-League Pro Soccer Club o Tsukurou!,1999,Sports,DC,Sega
Lunar 2: Eternal Blue Complete,1999,Role-Playing,PS,Kadokawa Shoten
SoulCalibur,1999,Fighting,DC,Namco Bandai Games
WipEout 3,1999,Racing,PS,Psygnosis
BeatMania Append GottaMix,1999,Simulation,PS,Konami Digital Entertainment
World Stadium 3,1999,Sports,PS,Namco Bandai Games
Championship Bass,1999,Sports,PS,Electronic Arts
Harvest Moon: Back to Nature,1999,Simulation,PS,Ubisoft
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,1999,Sports,PS,Konami Digital Entertainment
Virtua Striker 2,1999,Sports,DC,Sega
Super Robot Taisen Complete Box,1999,Strategy,PS,Banpresto
Bass Hunter 64,1999,Sports,N64,Take-Two Interactive
40 Winks,1999,Platform,PS,GT Interactive
A Collection of Classic Games from the Intellivision,1999,Misc,PS,Activision
Monster Truck Madness 64,1999,Racing,N64,Take-Two Interactive
Hamster Tarou,1999,Simulation,GB,Jorudan
Fisherman's Bait 2: Big Ol' Bass,1999,Sports,PS,Konami Digital Entertainment
Xena: Warrior Princess - The Talisman of Fate,1999,Fighting,N64,Titus
The New Tetris,1999,Puzzle,N64,Nintendo
Ken Griffey Jr.'s Slugfest,1999,Sports,N64,Nintendo
Supercross 2000,1999,Racing,N64,Electronic Arts
Tomba! 2: The Evil Swine Return,1999,Platform,PS,Sony Computer Entertainment
BeatMania Append 4thMix: The beat goes on,1999,Simulation,PS,Konami Digital Entertainment
Digimon Adventure: Anode Tamer,1999,Role-Playing,WS,Namco Bandai Games
Shadow Man,1999,Action,N64,Acclaim Entertainment
Superbike 2000,1999,Racing,PS,Electronic Arts
Alundra 2: A New Legend Begins,1999,Role-Playing,PS,Activision
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,1999,Sports,PS,Konami Digital Entertainment
Bust A Groove 2,1999,Misc,PS,Enix Corporation
Duke Nukem: Zero Hour,1999,Shooter,N64,GT Interactive
Armorines: Project S.W.A.R.M.,1999,Shooter,N64,Acclaim Entertainment
Armored Core: Master of Arena,1999,Simulation,PS,From Software
Fire Emblem: Thracia 776,1999,Strategy,SNES,Nintendo
NHL Rock the Rink,1999,Sports,PS,Electronic Arts
Crusaders of Might and Magic,1999,Role-Playing,PS,3DO
Hybrid Heaven,1999,Role-Playing,N64,Konami Digital Entertainment
NBA Courtside 2 featuring Kobe Bryant,1999,Sports,N64,Nintendo
Dune 2000,1999,Strategy,PS,Electronic Arts
Guitar Freaks,1999,Simulation,PS,Konami Digital Entertainment
Paperboy,1999,Action,N64,Midway Games
Road Rash 64,1999,Racing,N64,THQ
Barbie Super Sports,1999,Sports,PS,Mattel Interactive
Jackie Chan: Stuntmaster,1999,Action,PS,Sony Computer Entertainment
Sports Car GT,1999,Racing,PS,Electronic Arts
WCW Backstage Assault,1999,Action,PS,Electronic Arts
Threads of Fate,1999,Role-Playing,PS,SquareSoft
Rollcage,1999,Racing,PS,Psygnosis
Roadsters 99,1999,Racing,N64,Titus
Super Robot Taisen 64,1999,Strategy,N64,Banpresto
Nobunaga no Yabou: Reppuuden,1999,Strategy,PS,Tecmo Koei
Fire ProWrestling G,1999,Fighting,PS,Human Entertainment
Big Air,1999,Sports,PS,Accolade
Gallop Racer,1999,Sports,PS,Tecmo Koei
International Superstar Soccer 2000 (JP weekly sales),1999,Sports,N64,Konami Digital Entertainment
Chocobo no Fushigi Dungeon for WonderSwan,1999,Role-Playing,WS,Namco Bandai Games
Shadow Madness,1999,Action,PS,Crave Entertainment
Power Pro Kun Pocket,1999,Sports,GB,Konami Digital Entertainment
Space Battleship Yamato: Harukanaru Hoshi Iscandar,1999,Strategy,PS,Namco Bandai Games
Sound Novel Evolution 1: Otogirisou Sosei-Hen,1999,Adventure,PS,ChunSoft
Tokyo Xtreme Racer,1999,Racing,DC,Genki
World Driver Championship,1999,Racing,N64,Midway Games
Bomberman 64: The Second Attack!,1999,Adventure,N64,Hudson Soft
Asteroids Hyper 64,1999,Shooter,N64,Crave Entertainment
Destruction Derby 64,1999,Racing,N64,THQ
California Speed,1999,Misc,N64,Midway Games
Racing Lagoon,1999,Racing,PS,Square
Muppet RaceMania,1999,Racing,PS,Sony Computer Entertainment
Disney's Story Studio: Disney's Mulan,1999,Misc,PS,Sony Computer Entertainment
Winning Post 4,1999,Sports,PS,Tecmo Koei
Galerians,1999,Adventure,PS,Crave Entertainment
Micro Machines 64 Turbo,1999,Racing,N64,Codemasters
Bassmasters 2000,1999,Sports,N64,THQ
Eternal Eyes,1999,Role-Playing,PS,Sunsoft
Detective Barbie: The Mystery Cruise,1999,Adventure,PS,Mattel Interactive
To Heart,1999,Adventure,PS,Aqua Plus
NBA Jam 2000,1999,Sports,N64,Acclaim Entertainment
Castlevania: Legacy of Darkness,1999,Platform,N64,Konami Digital Entertainment
Surf Riders,1999,Sports,PS,Ubisoft
Zen-Nippon Pro Wrestling: Ouja no Kon,1999,Fighting,PS,Human Entertainment
Harvest Moon 2 GBC,1999,Simulation,GB,Ubisoft
Earthworm Jim 3D,1999,Platform,N64,Interplay
Rocket: Robot on Wheels,1999,Platform,N64,Ubisoft
Densha De Go! 64,1999,Simulation,N64,Taito
BoomBots,1999,Fighting,PS,SouthPeak Games
International Track & Field 2000,1999,Sports,PS,Konami Digital Entertainment
ECW Anarchy Rulz,1999,Fighting,PS,Acclaim Entertainment
Snowboard Kids 2,1999,Sports,N64,Atlus
Tonic Trouble,1999,Platform,N64,Ubisoft
Nuclear Strike 64,1999,Simulation,N64,THQ
Top Gear Rally 2,1999,Racing,N64,Kemco
Fighting Force 64,1999,Action,N64,Crave Entertainment
Breakout,1999,Puzzle,PS,Hasbro Interactive
Tyco RC: Assault with a Battery,1999,Racing,PS,Syscom
Arcade Party Pak,1999,Misc,PS,Midway Games
Railroad Tycoon II,1999,Strategy,PS,PopTop Software
Black Bass with Blue Marlin,1999,Sports,PS,Starfish
Metal Gear Solid Integral,1999,Adventure,PS,Konami Digital Entertainment
Woody Woodpecker Racing,1999,Racing,PS,Konami Digital Entertainment
Digimon Digital Card Battle,1999,Strategy,PS,Namco Bandai Games
Vandal Hearts II,1999,Strategy,PS,Konami Digital Entertainment
The King of Fighters: Dream Match 1999,1999,Fighting,DC,SNK
Blue Stinger,1999,Adventure,DC,Activision
Urban Chaos,1999,Action,PS,Eidos Interactive
3D Tank Warfare Simulator Panzer Front,1999,Simulation,PS,Avalon Interactive
Gekido,1999,Fighting,PS,Infogrames
LEGO Rock Raiders,1999,Strategy,PS,LEGO Media
Age of Empires II: The Age of Kings,1999,Strategy,PC,Microsoft Game Studios
Koudelka,1999,Role-Playing,PS,Atari
The King of Fighters '98: Dream Match Never Ends,1999,Fighting,PS,SNK Playmore
Final Fantasy VI,1999,Role-Playing,PS,Sony Computer Entertainment
Incredible Crisis,1999,Action,PS,Titus
Shadowgate 64: Trials of the Four Towers,1999,Adventure,N64,Kemco
Dragon Valor,1999,Role-Playing,PS,Sony Computer Entertainment
Top Gear Hyper-Bike,1999,Racing,N64,Kemco
Killer Loop,1999,Racing,PS,Crave Entertainment
G-Police: Weapons of Justice,1999,Action,PS,Psygnosis
Interplay Sports Baseball 2000,1999,Sports,PS,Interplay
Dungeon Keeper 2,1999,Action,PC,Electronic Arts
Fatal Fury: Wild Ambition,1999,Fighting,PS,SNK Playmore
Bass Rise,1999,Sports,PS,Namco Bandai Games
Expendable,1999,Action,PS,Infogrames
NHL Blades of Steel '99,1999,Sports,N64,Konami Digital Entertainment
All Star Tennis 99,1999,Sports,N64,Ubisoft
Fighter Destiny 2,1999,Fighting,N64,Imagineer
Dead in the Water,1999,Action,PS,ASC Games
NBA 2K,1999,Sports,DC,Sega
Saiyuki: Journey West,1999,Strategy,PS,Tecmo Koei
Test Drive Le Mans,1999,Racing,PS,Infogrames
The Misadventures of Tron Bonne,1999,Adventure,PS,Eidos Interactive
Choro Q 64 2: Hacha Mecha Grand Prix Race,1999,Racing,N64,Takara
Rat Attack!,1999,Puzzle,PS,Mindscape
PD Ultraman Battle Collection 64,1999,Strategy,N64,Namco Bandai Games
Monaco Grand Prix,1999,Racing,N64,Ubisoft
Rally Challenge 2000,1999,Racing,N64,Imagineer
NHL Blades of Steel 2000,1999,Sports,PS,Konami Digital Entertainment
Ballistic,1999,Puzzle,PS,Atari
Countdown Vampires,1999,Adventure,PS,Namco Bandai Games
Battle Hunter,1999,Strategy,PS,Midas Interactive Entertainment
Konami Arcade Classics,1999,Misc,PS,Konami Digital Entertainment
Mr. Driller,1999,Puzzle,PS,Namco Bandai Games
Deception III: Dark Delusion,1999,Role-Playing,PS,Tecmo Koei
Dancing Blade II: Tears of Eden,1999,Adventure,PS,Konami Digital Entertainment
Charlie Blasts Territory,1999,Action,N64,Kemco
Renegade Racers,1999,Racing,PS,Interplay
Board Game: Top Shop,1999,Misc,PS,Success
RayCrisis: Series Termination,1999,Shooter,PS,JVC
Jojo's Bizarre Adventure,1999,Fighting,PS,Virgin Interactive
Super Bowling,1999,Sports,N64,Athena
Silent Bomber,1999,Action,PS,Virgin Interactive
The Longest Journey,1999,Adventure,PC,Empire Interactive
Iron Soldier 3,1999,Simulation,PS,Telegames
Vanark,1999,Shooter,PS,Jaleco
K-1 Grand Prix,1999,Fighting,PS,Jaleco
Legoland,1999,Action,PC,LEGO Media
Builder's Block,1999,Strategy,PS,EON Digital Entertainment
Samurai Shodown: Warrios Rage,1999,Fighting,PS,SNK
Carmageddon 64,1999,Action,N64,Virgin Interactive
Pok?mon Crystal Version,2000,Role-Playing,GB,Nintendo
Final Fantasy IX,2000,Role-Playing,PS,SquareSoft
Driver 2,2000,Action,PS,Atari
Tony Hawk's Pro Skater 2,2000,Sports,PS,Activision
Dragon Quest VII: Warriors of Eden,2000,Role-Playing,PS,Enix Corporation
Tekken Tag Tournament,2000,Fighting,PS2,Namco Bandai Games
Spyro: Year of the Dragon,2000,Platform,PS,Sony Computer Entertainment
WWF SmackDown!,2000,Fighting,PS,THQ
Rugrats in Paris: The Movie,2000,Action,PS,THQ
Crash Bash,2000,Misc,PS,Sony Computer Entertainment
The Legend of Zelda: Majora's Mask,2000,Action,N64,Nintendo
WWF SmackDown! 2: Know Your Role,2000,Fighting,PS,THQ
Spider-Man,2000,Action,PS,Activision
The Sims: Livin Large,2000,Misc,PC,Electronic Arts
Pok?mon Stadium 2,2000,Strategy,N64,Nintendo
Midnight Club: Street Racing,2000,Racing,PS2,Take-Two Interactive
Perfect Dark,2000,Action,N64,Nintendo
Mario Tennis,2000,Sports,N64,Nintendo
Wario Land 3,2000,Platform,GB,Nintendo
Yu-Gi-Oh: Duel Monsters 4,2000,Role-Playing,GB,Konami Digital Entertainment
Syphon Filter 2,2000,Shooter,PS,Sony Computer Entertainment
Mario Party 3,2000,Misc,N64,Nintendo
Kirby 64: The Crystal Shards,2000,Platform,N64,Nintendo
Madden NFL 2001,2000,Sports,PS,Electronic Arts
SSX,2000,Sports,PS2,Electronic Arts
Jampack Summer 2K,2000,Misc,PS,Sony Computer Entertainment
Smuggler's Run,2000,Racing,PS2,Take-Two Interactive
007: The World is not Enough,2000,Action,N64,Electronic Arts
Dark Cloud,2000,Role-Playing,PS2,Sony Computer Entertainment
Tokyo Xtreme Racer Zero,2000,Racing,PS2,Crave Entertainment
WWF No Mercy,2000,Fighting,N64,THQ
Banjo-Tooie,2000,Platform,N64,Nintendo
Paper Mario,2000,Role-Playing,N64,Nintendo
Command & Conquer: Red Alert 2,2000,Strategy,PC,Electronic Arts
Triple Play 2001,2000,Sports,PS,Electronic Arts
NBA Live 2001,2000,Sports,PS,Electronic Arts
Ridge Racer V,2000,Action,PS2,Namco Bandai Games
Kirby Tilt 'n' Tumble,2000,Puzzle,GB,Nintendo
Dino Crisis 2,2000,Action,PS,Virgin Interactive
Action Bass,2000,Action,PS,Take-Two Interactive
Resident Evil - Code: Veronica,2000,Action,DC,Eidos Interactive
NFL 2K1,2000,Sports,DC,Sega
Dave Mirra Freestyle BMX,2000,Sports,PS,Acclaim Entertainment
ATV: Quad Power Racing,2000,Racing,PS,Acclaim Entertainment
Dead or Alive 2,2000,Fighting,PS2,Tecmo Koei
Excitebike 64,2000,Racing,N64,Nintendo
NFL GameDay 2001,2000,Sports,PS,Sony Computer Entertainment
Jampack Winter 2000,2000,Misc,PS,Sony Computer Entertainment
NFL Fever 2002,2000,Sports,XB,Microsoft Game Studios
The Bouncer,2000,Action,PS2,Sony Computer Entertainment
Medal of Honor: Underground,2000,Shooter,PS,Electronic Arts
NHL 2001,2000,Sports,PS2,Electronic Arts
Kessen,2000,Strategy,PS2,Electronic Arts
Colin McRae Rally 2.0,2000,Racing,PS,Codemasters
MLB 2001,2000,Sports,PS,Sony Computer Entertainment
Vagrant Story,2000,Role-Playing,PS,Crave Entertainment
Street Fighter EX3,2000,Fighting,PS2,Virgin Interactive
Dynasty Warriors 2,2000,Action,PS2,THQ
FIFA Soccer World Championship,2000,Sports,PS2,Electronic Arts
Yu-Gi-Oh! Dark Duel Stories,2000,Misc,GB,Konami Digital Entertainment
Ready 2 Rumble Boxing: Round 2,2000,Fighting,PS2,Midway Games
Tales of Destiny II,2000,Role-Playing,PS,Namco Bandai Games
NASCAR 2001,2000,Racing,PS,Electronic Arts
Super Robot Taisen ?,2000,Strategy,PS,Banpresto
Armored Core 2,2000,Simulation,PS2,Ubisoft
Caesars Palace 2000: Millennium Gold Edition,2000,Misc,PS,Interplay
Mega Man X5,2000,Platform,PS,Capcom
Resident Evil: Survivor,2000,Action,PS,Eidos Interactive
Jeremy McGrath Supercross 2000,2000,Racing,PS,Acclaim Entertainment
NCAA Football 2001,2000,Sports,PS,Electronic Arts
Mobile Suit Gundam: Journey to Jaburo,2000,Simulation,PS2,Namco Bandai Games
Jikkyou World Soccer 2000 Final Edition,2000,Sports,PS2,Konami Digital Entertainment
Mary-Kate and Ashley: Magical Mystery Mall,2000,Adventure,PS,Acclaim Entertainment
Buzz Lightyear of Star Command,2000,Platform,PS,Activision
Disney's 102 Dalmatians: Puppies to the Rescue,2000,Platform,PS,Eidos Interactive
Mickey's Speedway USA,2000,Racing,N64,Nintendo
NFL Blitz 2001,2000,Sports,PS,Midway Games
Sammy Sosa High Heat Baseball 2001,2000,Sports,PS,3DO
Unreal Tournament,2000,Shooter,PS2,Infogrames
Digimon World 2,2000,Role-Playing,PS,Namco Bandai Games
Tenchu 2: Birth of the Stealth Assassins,2000,Action,PS,Activision
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,2000,Strategy,PS,Namco Bandai Games
Bob the Builder: Can We Fix It?,2000,Action,PS,THQ
Breath of Fire IV,2000,Role-Playing,PS,Capcom
NASCAR Rumble,2000,Racing,PS,Electronic Arts
Contender 2,2000,Fighting,PS,3DO
Gekikuukan Pro Yakyuu: At the End of the Century 1999,2000,Sports,PS2,SquareSoft
007 Racing,2000,Racing,PS,Electronic Arts
Pachi-Slot Aruze Oukoku 4,2000,Misc,PS,Aruze Corp
Swing Away Golf,2000,Sports,PS2,Electronic Arts
Summoner,2000,Role-Playing,PS2,THQ
Theme Park Roller Coaster,2000,Strategy,PS2,Electronic Arts
Fantavision,2000,Puzzle,PS2,Sony Computer Entertainment
Victorious Boxers: Ippo's Road to Glory,2000,Fighting,PS2,Empire Interactive
Star Wars: Demolition,2000,Racing,PS,Activision
Pokemon Puzzle League,2000,Puzzle,N64,Nintendo
Walt Disney World Quest: Magical Racing Tour,2000,Racing,PS,Eidos Interactive
Grind Session,2000,Sports,PS,Sony Computer Entertainment
TimeSplitters,2000,Shooter,PS2,Eidos Interactive
Army Men: Sarge's Heroes 2,2000,Shooter,N64,3DO
Mega Man Legends 2,2000,Adventure,PS,Capcom
Wheel of Fortune: 2nd Edition,2000,Misc,PS,Hasbro Interactive
Cool Boarders 2001,2000,Sports,PS,Sony Computer Entertainment
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,2000,Sports,PS,Konami Digital Entertainment
Boku no Natsuyasumi,2000,Adventure,PS,Sony Computer Entertainment
NASCAR Heat,2000,Racing,PS,Hasbro Interactive
Custom Robo V2,2000,Fighting,N64,Nintendo
Kengo: Master of Bushido,2000,Fighting,PS2,Ubisoft
SD Gundam G Generation-F,2000,Strategy,PS,Namco Bandai Games
Silent Scope,2000,Shooter,PS2,Konami Digital Entertainment
